,depth_6_train,depth_6_val,depth_8_train,depth_8_val,depth_10_train,depth_10_val
0,0.3582935302848863,0.3836305434360682,0.3577532490409462,0.3839418611029648,0.35737420887220395,0.38536644918781804
1,0.3556822911118769,0.3814863283974372,0.3546894481291927,0.3823084670180646,0.3539780331393353,0.3850834927002414
2,0.3533710705100792,0.3796795271850216,0.3519886558388918,0.3807608009314426,0.3510029846782615,0.3852404629017115
3,0.3513190168249251,0.3780754128417607,0.3495950723741544,0.3795578390133846,0.3483401086560145,0.3855753414864399
4,0.3494811155747029,0.3767249078855492,0.3474550619487367,0.3784287361024396,0.34596461801097445,0.38608173166262877
5,0.3478293541901642,0.3755048963844198,0.3455148121678053,0.3774994219312119,0.3438423992364257,0.3867748231205267
6,0.3463388087743547,0.3748978789592631,0.3437805638314527,0.3766829269123476,0.34193474386061135,0.38761574570449736
7,0.3449923017533646,0.3746268719823993,0.3422163496327264,0.3760016156143511,0.34020218451911444,0.3874652157069352
8,0.3437790019501432,0.3742196167819855,0.3407871576772687,0.3751896476818356,0.3386304776606108,0.3873906323640589
9,0.3426698023711637,0.3742009759471031,0.3394940514932396,0.3746861658609421,0.3372091944553825,0.3874188991568968
10,0.3416194108451691,0.374124890245917,0.3382550651134886,0.3739725966736466,0.33591802752576183,0.38856065271504203
11,0.340627436790118,0.3742737386571149,0.3371410136790873,0.3741175353050487,0.3347266531589811,0.38865438898040516
12,0.3397829318091039,0.3742998037661383,0.3361301717764873,0.3735075312134427,0.33364468025820815,0.38896210492662386
13,0.3390041508799387,0.3740510283097907,0.335212911223417,0.3735889820178433,0.3326562558430272,0.3892563957799352
14,0.3382822843384017,0.374057243536468,0.3343605866991331,0.3730797995494114,0.33174126011445626,0.3895085472267717
15,0.3375239892806,0.3736661416611381,0.3335761435997135,0.3734051942384914,0.33091164484452895,0.38985887723407286
16,0.3368292070350465,0.3737101252042742,0.3328593413813572,0.3730455021673146,0.3301421504443827,0.3901964965410665
17,0.3362332954861301,0.3733591783808094,0.3321997461295453,0.3732563604753516,0.32935847523290956,0.3887900215060397
18,0.3356815347188995,0.3731889751195721,0.3315635187659747,0.3734285305203635,0.3286463224059162,0.3875226962283889
19,0.3349928660153235,0.3729348655473877,0.3309614326739204,0.3730776023548635,0.32802922391716516,0.3879021683351578
20,0.3344221333691876,0.3727634764178562,0.3303889466969465,0.3730608782904297,0.3274151766894599,0.3868254764412691
21,0.333947057654451,0.3726616041572069,0.3298405146806328,0.3727462314295566,0.3268587040207177,0.3864033935924277
22,0.3335183900791262,0.3730487562954973,0.3293486061629022,0.3723383378188116,0.32635371067082297,0.38601830116305397
23,0.3331261089600485,0.3734610263705686,0.3289002920012971,0.3721271493982888,0.3258859513857134,0.3855915935739686
24,0.3326902688873487,0.3730063275896368,0.3285025919334313,0.3717904097352038,0.32545800741116676,0.3851388246456812
25,0.3323101992965749,0.3734323091556936,0.3281182486958099,0.3716114387870709,0.32506891796777776,0.384745879446655
26,0.3319662201678081,0.372901935582193,0.3277640735466019,0.3722572709595246,0.32469805977235827,0.38447061025762624
27,0.3316181401436854,0.3726308577657794,0.3274290679041019,0.3720164462420821,0.3243593191134921,0.3842351073531276
28,0.3312926230587493,0.3729142081531049,0.327114523298396,0.3727273080267957,0.3240428060164787,0.3840437125021822
29,0.3309903385897923,0.3735276159151287,0.3268534068744469,0.3729605827566118,0.32374028623519524,0.3846437561208909
30,0.3307219033405576,0.3736418660891423,0.32657538494047,0.3733209728536663,0.32346481433130475,0.384084357838224
31,0.3304664416159809,0.3732005810640811,0.3263401111963965,0.3740558993539471,0.3232115510869021,0.3837349269026218
32,0.3302124863872112,0.3729705205120887,0.3261042212388664,0.3741330020099271,0.3229696939708755,0.3834781048428354
33,0.3299861212520107,0.3731840696038015,0.3258886384401622,0.3739135947774272,0.32274677852016814,0.38342727257093245
34,0.3297615520884177,0.3732860219876149,0.3256644251885961,0.3743828330126579,0.3225321460107473,0.38336945037891845
35,0.3295575762114604,0.3730893156576255,0.3254418937339643,0.3742016239573689,0.3223281349040431,0.38341814350178127
36,0.3293425551908061,0.3728728920273991,0.3252389954597844,0.3742241945128402,0.3221435002226378,0.3830235275463301
37,0.3291194908952629,0.3721395228895558,0.3250708606149481,0.3741275345250996,0.32197160766646954,0.3827061027357069
38,0.3289381408683175,0.3718360807783828,0.3248664442674499,0.3739739064605594,0.3218080502424373,0.3826567998927376
39,0.3287781074660998,0.371559291806029,0.3247092808887525,0.3745050593378344,0.32166269689129584,0.38243066252708346
40,0.3285729639975983,0.3718929623835974,0.3245543040751658,0.3743272071765324,0.3215135850652021,0.3821612325680162
41,0.3284229226118991,0.3720283961711562,0.3243952523152146,0.3745071781112982,0.3213744934805566,0.38238476344635874
42,0.3282063060073892,0.3705939684701937,0.3242591242162505,0.3739609842116282,0.32124826100344644,0.3822443832372457
43,0.328006106475603,0.3694128177149105,0.324130739261044,0.3743476081193895,0.32112096324534,0.3821287002119115
44,0.3278746388474361,0.3697295337944953,0.3239955423728893,0.3737727916594532,0.32097323312424964,0.3822527648575578
45,0.3276919228334084,0.3687095600504151,0.3238783926561935,0.3735289374061019,0.32086841832119267,0.38222638639959283
46,0.3275817819598562,0.3685426489108265,0.3237699232776258,0.373323646467403,0.3207450788310733,0.38197845259342295
47,0.3274220876016491,0.3676869266072144,0.3236633169529474,0.3734661294855343,0.3206164976446118,0.38158018857156567
48,0.3273225457224255,0.3674969212183028,0.3235644442917813,0.373874382994245,0.3205052809216135,0.3812412538220948
49,0.3271915159570561,0.3678455887681309,0.3234802285619892,0.3739201459768133,0.3204071985957822,0.38140140637299835
50,0.3270760996090764,0.3675104836317511,0.3233940225888683,0.3737627368834965,0.3203160957740572,0.3814069672922374
51,0.3269469908720918,0.3673412946477776,0.3232906527040378,0.3741750636395832,0.3202281802084884,0.38045694986094264
52,0.3268536429381518,0.366942361259871,0.3232141323825278,0.3745895146898884,0.3201421655413069,0.3803481961476839
53,0.3267617807832252,0.3669290563233415,0.3231312866856803,0.3744613166769305,0.3200663551018784,0.3803662836587003
54,0.326699952487622,0.3673114017586206,0.3230182835078549,0.3739577152081732,0.31997108093438215,0.38026534091379305
55,0.3266038285274391,0.3671391694644953,0.3229185676168243,0.3733501385485429,0.31988288820715816,0.38019477030954274
56,0.3265041100105675,0.3673860585262933,0.3228523358512312,0.3736635797685219,0.3198208708163475,0.3797846193121026
57,0.3264239924662522,0.3673475409769972,0.322778904812825,0.3733311163097838,0.3197509832451225,0.37984408625319743
58,0.3263328926120029,0.3671317751188297,0.3226749210787951,0.3734650519961615,0.31968201925728806,0.37937392254735225
59,0.3262384989096398,0.3668991850362395,0.3226071800816094,0.3735192294352918,0.3196384972773031,0.3793307048750057
60,0.3261362866084752,0.3671166150623403,0.3225236316596232,0.3736543707438165,0.31959253931871556,0.378899377072008
61,0.3260671509396732,0.3670852779427772,0.3224338438142025,0.3738050073759586,0.3195240630016446,0.37898620486902923
62,0.3260048561324797,0.3671363319840008,0.3223550589082557,0.374001583815604,0.31945769199712526,0.3790739244922285
63,0.3259483623654719,0.3665711452327503,0.3222973433207687,0.3740197203438257,0.3194211397855984,0.3791405172416405
64,0.3258642424972884,0.3667735221137153,0.3222485809372098,0.37424155128715,0.31937567269205297,0.37914966268700695
65,0.3258015589264709,0.3665507472851971,0.3221950016099142,0.3743216327819094,0.31930860441669384,0.37925566347159817
66,0.3257455675149794,0.3666079282747047,0.3221500263050017,0.3743315181170062,0.31925208551250234,0.37921806850146106
